,Unnamed: 0,Unnamed: 1,Unnamed: 2,price,CO2_emissions,url,is_electric,autonomous_range
50,ALFA-ROMEO,Tonale,1.5T Hybrid 130 TCT7 Super,35400.0,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALFA-ROMEO/modele/Tonale,False,
51,ALFA-ROMEO,Tonale,1.5T Hybrid 130 TCT7 Sprint,37900.0,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALFA-ROMEO/modele/Tonale,False,
52,ALFA-ROMEO,Tonale,1.5T Hybrid 160 TCT7 Ti,42400.0,136,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALFA-ROMEO/modele/Tonale,False,
53,ALFA-ROMEO,Tonale,1.5T Hybrid 160 TCT7 Veloce,44900.0,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALFA-ROMEO/modele/Tonale,False,
54,ALFA-ROMEO,Tonale,1.5T Hybrid 160 TCT7 Edizione Speciale,41000.0,136,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALFA-ROMEO/modele/Tonale,False,
55,ALFA-ROMEO,Tonale,1.6T Diesel 130 TCT7 Super,35900.0,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALFA-ROMEO/modele/Tonale,False,
56,ALFA-ROMEO,Tonale,1.6T Diesel 130 TCT7 Sprint,38400.0,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALFA-ROMEO/modele/Tonale,False,
57,ALFA-ROMEO,Tonale,1.6T Diesel 130 TCT7 Ti,40900.0,154,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALFA-ROMEO/modele/Tonale,False,
58,ALPINE,A110,1.8 252 DCT7 Pure,58000.0,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALPINE/modele/A110,False,
59,ALPINE,A110,1.8 252 DCT7 Légende,62100.0,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALPINE/modele/A110,False,
60,ALPINE,A110,1.8 292 DCT7 S,69100.0,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ALPINE/modele/A110,False,
61,ASTON-MARTIN,DB11-Cabriolet,4.0 V8,204706.0,230,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ASTON-MARTIN/modele/DB11-Cabriolet,False,
62,ASTON-MARTIN,DB11-Coupé,4.0 V8,189277.0,230,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ASTON-MARTIN/modele/DB11-Coupé,False,
63,ASTON-MARTIN,DB11-Coupé,5.9 V12,224874.0,265,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ASTON-MARTIN/modele/DB11-Coupé,False,
64,ASTON-MARTIN,DBS-Superlegerra,5.9 V12,283544.0,285,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ASTON-MARTIN/modele/DBS-Superlegerra,False,
65,ASTON-MARTIN,DBS-Superlegerra-Volante,5.9 V12,298670.0,285,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ASTON-MARTIN/modele/DBS-Superlegerra-Volante,False,
66,ASTON-MARTIN,DBX,4.0 V8,195126.0,269,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ASTON-MARTIN/modele/DBX,False,
67,ASTON-MARTIN,Vantage,4.0 V8 BVA8,150252.0,236,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ASTON-MARTIN/modele/Vantage,False,
68,ASTON-MARTIN,Vantage-Roadster,4.0 V8 BVA8,158630.0,236,https://www.latribuneauto.com/caracteristiques-voitures-neuves/ASTON-MARTIN/modele/Vantage-Roadster,False,
69,AUDI,A1-Citycarver,25 TFSI 95 Design,25400.0,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Citycarver,False,
70,AUDI,A1-Citycarver,25 TFSI 95 Design Design Luxe,30500.0,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Citycarver,False,
71,AUDI,A1-Citycarver,30 TFSI 110 Design,26310.0,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Citycarver,False,
72,AUDI,A1-Citycarver,30 TFSI 110 Design Luxe,31410.0,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Citycarver,False,
73,AUDI,A1-Citycarver,30 TFSI 110 S tronic 7 Design,28210.0,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Citycarver,False,
74,AUDI,A1-Citycarver,30 TFSI 110 S tronic 7 Design Luxe,33310.0,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Citycarver,False,
75,AUDI,A1-Citycarver,35 TFSI 150 S tronic 7 Design,30070.0,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Citycarver,False,
76,AUDI,A1-Citycarver,35 TFSI 150 S tronic 7 Design Luxe,35170.0,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Citycarver,False,
77,AUDI,A1-Sportback,25 TFSI 95,21500.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
78,AUDI,A1-Sportback,25 TFSI 95 Design,23900.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
79,AUDI,A1-Sportback,25 TFSI 95 S line,28000.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
80,AUDI,A1-Sportback,25 TFSI 95 Design Luxe,29000.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
81,AUDI,A1-Sportback,25 TFSI 95 S tronic 7 Design,25800.0,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
82,AUDI,A1-Sportback,25 TFSI 95 S tronic 7 S line,29900.0,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
83,AUDI,A1-Sportback,25 TFSI 95 S tronic 7 Design Luxe,30900.0,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
84,AUDI,A1-Sportback,30 TFSI 110 Design,24910.0,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
85,AUDI,A1-Sportback,30 TFSI 110 S line,28910.0,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
86,AUDI,A1-Sportback,30 TFSI 110 Design Luxe,29910.0,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
87,AUDI,A1-Sportback,30 TFSI 110 S tronic 7 Design,26710.0,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
88,AUDI,A1-Sportback,30 TFSI 110 S tronic 7 S line,30810.0,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
89,AUDI,A1-Sportback,30 TFSI 110 S tronic 7 Design Luxe,31810.0,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
90,AUDI,A1-Sportback,35 TFSI 150 S tronic 7 Design,28570.0,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
91,AUDI,A1-Sportback,35 TFSI 150 S tronic 7 S line,32670.0,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
92,AUDI,A1-Sportback,35 TFSI 150 S tronic 7 Design Luxe,33670.0,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
93,AUDI,A1-Sportback,40 TFSI 200 S tronic 7 S line,34160.0,158,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
94,AUDI,A1-Sportback,25 TFSI 95 Entry,22700.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
95,AUDI,A1-Sportback,25 TFSI 95 Advanced,25000.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
96,AUDI,A1-Sportback,25 TFSI 95 S tronic 7 Advanced,26900.0,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
97,AUDI,A1-Sportback,30 TFSI 110 Advanced,25910.0,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
98,AUDI,A1-Sportback,30 TFSI 110 S tronic 7 Advanced,27810.0,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
99,AUDI,A1-Sportback,35 TFSI 150 S tronic 7 Advanced,29670.0,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
100,AUDI,A1-Sportback,25 TFSI 95 Advanced 2,25000.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
101,AUDI,A1-Sportback,25 TFSI 95 S tronic 7 Advanced 2,26900.0,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
102,AUDI,A1-Sportback,30 TFSI 110 Advanced 2,25910.0,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
103,AUDI,A1-Sportback,30 TFSI 110 S tronic 7 Advanced 2,27810.0,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
104,AUDI,A1-Sportback,35 TFSI 150 S tronic 7 Advanced 2,29670.0,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A1-Sportback,False,
105,AUDI,A3-Berline,30 TFSI 110 A3,29180.0,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
106,AUDI,A3-Berline,30 TFSI 110 Design,32330.0,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
107,AUDI,A3-Berline,30 TFSI 110 S line,36980.0,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
108,AUDI,A3-Berline,30 TFSI 110 Design Luxe,37880.0,123,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
109,AUDI,A3-Berline,30 TFSI 110 S tronic 7 A3,31330.0,113,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
110,AUDI,A3-Berline,30 TFSI 110 S tronic 7 Design,34480.0,113,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
111,AUDI,A3-Berline,30 TFSI 110 S tronic 7 S line,39130.0,113,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
112,AUDI,A3-Berline,30 TFSI 110 S tronic 7 Design Luxe,40030.0,113,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
113,AUDI,A3-Berline,35 TFSI 150 A3,30190.0,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
114,AUDI,A3-Berline,35 TFSI 150 Design,33340.0,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
115,AUDI,A3-Berline,35 TFSI 150 S line,37990.0,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
116,AUDI,A3-Berline,35 TFSI 150 Design Luxe,38890.0,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
117,AUDI,A3-Berline,35 TFSI 150 S tronic 7 A3,32340.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
118,AUDI,A3-Berline,35 TFSI 150 S tronic 7 Design,35490.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
119,AUDI,A3-Berline,35 TFSI 150 S tronic 7 S line,40140.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
120,AUDI,A3-Berline,35 TFSI 150 S tronic 7 Design Luxe,41040.0,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
121,AUDI,A3-Berline,S3 TFSI 310 S tronic 7 Quattro,57290.0,178,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
122,AUDI,A3-Berline,30 TDI 116 S tronic 7 A3,32340.0,118,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
123,AUDI,A3-Berline,30 TDI 116 S tronic 7 Design,35490.0,118,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
124,AUDI,A3-Berline,30 TDI 116 S tronic 7 S line,40140.0,118,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
125,AUDI,A3-Berline,30 TDI 116 S tronic 7 Design Luxe,41040.0,118,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
126,AUDI,A3-Berline,35 TDI 150 S tronic 7 A3,35120.0,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
127,AUDI,A3-Berline,35 TDI 150 S tronic 7 Design,38270.0,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
128,AUDI,A3-Berline,35 TDI 150 S tronic 7 S line,42920.0,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
129,AUDI,A3-Berline,35 TDI 150 S tronic 7 Design Luxe,43820.0,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
130,AUDI,A3-Berline,40 TDI 200 S tronic 7 Quattro S line,46530.0,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
131,AUDI,A3-Berline,40 TDI 200 S tronic 7 Quattro Design Luxe,47430.0,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Berline,False,
132,AUDI,A3-Sportback,30 TFSI 110 A3,28630.0,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
133,AUDI,A3-Sportback,30 TFSI 110 Design,31780.0,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
134,AUDI,A3-Sportback,30 TFSI 110 S line,36430.0,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
135,AUDI,A3-Sportback,30 TFSI 110 Design Luxe,37330.0,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
136,AUDI,A3-Sportback,30 TFSI 110 S tronic 7 A3,30780.0,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
137,AUDI,A3-Sportback,30 TFSI 110 S tronic 7 Design,33930.0,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
138,AUDI,A3-Sportback,30 TFSI 110 S tronic 7 S line,38580.0,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
139,AUDI,A3-Sportback,30 TFSI 110 S tronic 7 Design Luxe,39480.0,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
140,AUDI,A3-Sportback,35 TFSI 150 A3,29640.0,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
141,AUDI,A3-Sportback,35 TFSI 150 Design,32790.0,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
142,AUDI,A3-Sportback,35 TFSI 150 S line,37440.0,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
143,AUDI,A3-Sportback,35 TFSI 150 Design Luxe,38340.0,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
144,AUDI,A3-Sportback,35 TFSI 150 S tronic 7 A3,31790.0,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
145,AUDI,A3-Sportback,35 TFSI 150 S tronic 7 Design,34940.0,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
146,AUDI,A3-Sportback,35 TFSI 150 S tronic 7 S line,39590.0,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
147,AUDI,A3-Sportback,35 TFSI 150 S tronic 7 Design Luxe,40490.0,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
148,AUDI,A3-Sportback,S3 TFSI 310 S tronic 7 Quattro,56740.0,183,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
149,AUDI,A3-Sportback,40 TFSIe 204 S tronic 7 A3,38680.0,24,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
150,AUDI,A3-Sportback,40 TFSIe 204 S tronic 7 Design,41830.0,24,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
151,AUDI,A3-Sportback,40 TFSIe 204 S tronic 7 S line,46480.0,24,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
152,AUDI,A3-Sportback,40 TFSIe 204 S tronic 7 Design Luxe,47380.0,24,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
153,AUDI,A3-Sportback,45 TFSIe 245 S tronic 7 Compétition,45110.0,31,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
154,AUDI,A3-Sportback,30 TDI 116 A3,29640.0,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
155,AUDI,A3-Sportback,30 TDI 116 Design,32790.0,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
156,AUDI,A3-Sportback,30 TDI 116 S line,37440.0,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
157,AUDI,A3-Sportback,30 TDI 116 Design Luxe,38340.0,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
