,,,,price,CO2_emissions,is_electric
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Super,,118,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Losso,,99,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Giulietta TCT,,141,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Super TCT,,117,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Losso TCT,,99,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 150 Start&Stop Giulietta,,110,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 150 Start&Stop Super,,110,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 150 Start&Stop Losso,,110,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 175 Start&Stop Super TCT,,113,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 175 Start&Stop Losso TCT,,113,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 150 Start&Stop Imola,,110,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 175 Start&Stop Imola TCT,,113,False
ALFA-ROMEO,Giulietta,2019,1.4 T-Jet 120 Start&Stop Sport Edition,,157,False
ALFA-ROMEO,Giulietta,2019,1.4 T-Jet 120 Start&Stop Executive,,157,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Business,,118,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Sport Edition,,118,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Executive,,118,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Business TCT,,117,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Sport Edition TCT,,117,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Executive TCT,,117,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 170 Start&Stop Sport Edition TCT,,122,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 170 Start&Stop Executive TCT,,122,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 170 Start&Stop Veloce TCT,,145,False
ALFA-ROMEO,Giulietta,2019,1.4 T-Jet 120 Start&Stop Sprint,,167,False
ALFA-ROMEO,Giulietta,2019,1.4 T-Jet 120 Start&Stop Ti,,172,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Sprint,,143,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Ti,,147,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Sprint TCT,,144,False
ALFA-ROMEO,Giulietta,2019,1.6 JTDm 120 Start&Stop Ti TCT,,147,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 170 Start&Stop Sprint TCT,,145,False
ALFA-ROMEO,Giulietta,2019,2.0 JTDm 170 Start&Stop Ti TCT,,148,False
ALFA-ROMEO,MiTo,2019,1.4 MPI 78 MiTo,,130,False
ALFA-ROMEO,MiTo,2019,1.4 MPI 78 Super,,130,False
ALFA-ROMEO,MiTo,2019,0.9 TwinAir 105 Super,,99,False
ALFA-ROMEO,MiTo,2019,1.4 MultiAir 140 Super TCT,,124,False
ALFA-ROMEO,MiTo,2019,0.9 TwinAir 105 Lusso,,99,False
ALFA-ROMEO,MiTo,2019,1.4 MultiAir 140 Lusso TCT,,124,False
ALFA-ROMEO,MiTo,2019,1.4 MultiAir 170 Veloce TCT,,124,False
ALFA-ROMEO,MiTo,2019,0.9 TwinAir 105 Imola,,99,False
ALFA-ROMEO,MiTo,2019,1.4 MultiAir 140 Imola TCT,,124,False
ALFA-ROMEO,MiTo,2019,1.4 TB 120 GPL Super,,129,False
ALFA-ROMEO,MiTo,2019,1.3 JTDM 95 Super,,89,False
ALFA-ROMEO,MiTo,2019,1.3 JTDM 95 Lusso,,89,False
ALFA-ROMEO,MiTo,2019,1.3 JTDM 95 Imola,,89,False
ALFA-ROMEO,MiTo,2019,1.3 JTDM 95 Super Business,,89,False
ALFA-ROMEO,MiTo,2019,1.4 MPI 78 Edizione,,130,False
ALFA-ROMEO,MiTo,2019,1.4 MultiAir 170 Veloce S TCT,,124,False
ALFA-ROMEO,MiTo,2019,1.4 TB 120 GPL Edizione,,145,False
ALFA-ROMEO,MiTo,2019,1.3 JTDM 95 Edizione,,89,False
ALFA-ROMEO,Stelvio,2021,2.0 200 AT8 Q4 Super,,206,False
ALFA-ROMEO,Stelvio,2021,2.0 200 AT8 Q4 Sprint,,209,False
ALFA-ROMEO,Stelvio,2021,2.0 280 AT8 Q4 Ti,,208,False
ALFA-ROMEO,Stelvio,2021,2.0 280 AT8 Q4 Veloce,,211,False
ALFA-ROMEO,Stelvio,2021,2.0 280 AT8 Q4 Veloce Ti,69200,182,False
ALFA-ROMEO,Stelvio,2021,2.9 V6 510 AT8 Q4 Quadriofoglio,,264,False
ALFA-ROMEO,Stelvio,2021,2.2 160 AT8 Super,,160,False
ALFA-ROMEO,Stelvio,2021,2.2 160 AT8 Sprint,,160,False
ALFA-ROMEO,Stelvio,2021,2.2 160 AT8 Ti,,161,False
ALFA-ROMEO,Stelvio,2021,2.2 190 AT8 Super,,160,False
ALFA-ROMEO,Stelvio,2021,2.2 190 AT8 Sprint,,160,False
ALFA-ROMEO,Stelvio,2021,2.2 190 AT8 Ti,,169,False
ALFA-ROMEO,Stelvio,2021,2.2 190 AT8 Q4 Super,,168,False
ALFA-ROMEO,Stelvio,2021,2.2 190 AT8 Q4 Sprint,,169,False
ALFA-ROMEO,Stelvio,2021,2.2 190 AT8 Q4 Ti,,169,False
ALFA-ROMEO,Stelvio,2021,2.2 210 AT8 Q4 Ti,,170,False
ALFA-ROMEO,Stelvio,2021,2.2 210 AT8 Q4 Veloce,,171,False
ALFA-ROMEO,Stelvio,2021,2.2 210 AT8 Q4 Veloce Ti,67800,152,False
ALFA-ROMEO,Stelvio,2021,2.2 160 AT8 Stelvio,,159,False
ALFA-ROMEO,Stelvio,2020,2.0 200 AT8 Q4 Super,,206,False
ALFA-ROMEO,Stelvio,2020,2.0 200 AT8 Q4 Sprint,,209,False
ALFA-ROMEO,Stelvio,2020,2.0 280 AT8 Q4 Ti,,208,False
ALFA-ROMEO,Stelvio,2020,2.0 280 AT8 Q4 Veloce,,211,False
ALFA-ROMEO,Stelvio,2020,2.0 280 AT8 Q4 Veloce Ti,69200,182,False
ALFA-ROMEO,Stelvio,2020,2.9 V6 510 AT8 Q4 Quadriofoglio,,264,False
ALFA-ROMEO,Stelvio,2020,2.2 160 AT8 Super,,160,False
ALFA-ROMEO,Stelvio,2020,2.2 160 AT8 Sprint,,160,False
ALFA-ROMEO,Stelvio,2020,2.2 160 AT8 Ti,,161,False
ALFA-ROMEO,Stelvio,2020,2.2 190 AT8 Super,,160,False
ALFA-ROMEO,Stelvio,2020,2.2 190 AT8 Sprint,,160,False
ALFA-ROMEO,Stelvio,2020,2.2 190 AT8 Ti,,169,False
ALFA-ROMEO,Stelvio,2020,2.2 190 AT8 Q4 Super,,168,False
ALFA-ROMEO,Stelvio,2020,2.2 190 AT8 Q4 Sprint,,169,False
ALFA-ROMEO,Stelvio,2020,2.2 190 AT8 Q4 Ti,,169,False
ALFA-ROMEO,Stelvio,2020,2.2 210 AT8 Q4 Ti,,170,False
ALFA-ROMEO,Stelvio,2020,2.2 210 AT8 Q4 Veloce,,171,False
ALFA-ROMEO,Stelvio,2020,2.2 210 AT8 Q4 Veloce Ti,67800,152,False
ALFA-ROMEO,Stelvio,2020,2.2 160 AT8 Stelvio,,159,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 200 AT8 Q4 Lusso,,161,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 200 AT8 Q4 Stelvio,,181,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 200 AT8 Q4 Super,,181,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 200 AT8 Q4 Sport Edition,,181,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 280 AT8 Q4 Super,,180,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 280 AT8 Q4 Lusso,,180,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 280 AT8 Q4 First Edition,,161,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 280 AT8 Q4 Sport Edition,,180,False
ALFA-ROMEO,Stelvio,2019,2.9 V6 NRING AT8,,227,False
ALFA-ROMEO,Stelvio,2019,2.9 V6 Quadriofoglio AT8,,227,False
ALFA-ROMEO,Stelvio,2019,2.2 150 AT8 Stelvio,,124,False
ALFA-ROMEO,Stelvio,2019,2.2 150 AT8 Business,,124,False
ALFA-ROMEO,Stelvio,2019,2.2 150 AT8 Super,,124,False
ALFA-ROMEO,Stelvio,2019,2.2 150 AT8 Lusso,,124,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Stelvio,,124,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Business,,124,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Super,,124,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Lusso,,124,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Sport Edition,,124,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Advanced Efficiency Business,,119,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Advanced Efficiency Super,,119,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Advanced Efficiency Lusso,,119,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Q4 Stelvio,,127,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Q4 Business,,127,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Q4 Super,,127,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Q4 Lusso,,127,False
ALFA-ROMEO,Stelvio,2019,2.2 180 AT8 Q4 Sport Edition,,127,False
ALFA-ROMEO,Stelvio,2019,2.2 210 AT8 Q4 Super,,144,False
ALFA-ROMEO,Stelvio,2019,2.2 210 AT8 Q4 Lusso,,144,False
ALFA-ROMEO,Stelvio,2019,2.2 210 AT8 Q4 Sport Edition,,144,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 200 AT8 Q4 Executive,,181,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 280 AT8 Q4 Executive,,180,False
ALFA-ROMEO,Stelvio,2019,2.0 Turbo 280 AT8 Q4 Turismo,,180,False
ALFA-ROMEO,Stelvio,2019,2.2 160 AT8 Stelvio,,136,False
ALFA-ROMEO,Stelvio,2019,2.2 160 AT8 Business,,136,False
ALFA-ROMEO,Stelvio,2019,2.2 160 AT8 Super,,136,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Stelvio,,136,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Business,,136,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Super,,136,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Executive,,136,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Lusso,,136,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Sport Edition,,136,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Q4 Stelvio,,144,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Q4 Business,,144,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Q4 Super,,144,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Q4 Executive,,144,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Q4 Lusso,,144,False
ALFA-ROMEO,Stelvio,2019,2.2 190 AT8 Q4 Sport Edition,,144,False
ALFA-ROMEO,Stelvio,2019,2.2 210 AT8 Q4 Executive,,144,False
ALFA-ROMEO,Stelvio,2019,2.2 210 AT8 Q4 Turismo,,144,False
ALPINE,A110,2021,1.8 252 DCT7 Pure,,162,False
ALPINE,A110,2021,1.8 252 DCT7 Légende,,162,False
ALPINE,A110,2021,1.8 292 DCT7 S,,163,False
ALPINE,A110,2021,1.8 252 DCT7 Première Édition,,138,False
ALPINE,A110,2021,1.8 252 DCT7 Légende GT,,163,False
ALPINE,A110,2021,1.8 252 DCT7 Color Edition,,163,False
ALPINE,A110,2020,1.8 252 DCT7 Pure,,162,False
ALPINE,A110,2020,1.8 252 DCT7 Légende,,162,False
ALPINE,A110,2020,1.8 292 DCT7 S,,163,False
ALPINE,A110,2020,1.8 252 DCT7 Première Édition,,138,False
ALPINE,A110,2020,1.8 252 DCT7 Légende GT,,163,False
ALPINE,A110,2020,1.8 252 DCT7 Color Edition,,163,False
ALPINE,A110,2019,1.8 252 DCT7 Pure,,162,False
ALPINE,A110,2019,1.8 252 DCT7 Légende,,162,False
ALPINE,A110,2019,1.8 292 DCT7 S,,163,False
ALPINE,A110,2019,1.8 252 DCT7 Première Édition,,138,False
ALPINE,A110,2019,1.8 252 DCT7 Légende GT,,163,False
ALPINE,A110,2019,1.8 252 DCT7 Color Edition,,163,False
ASTON-MARTIN,DB11-Cabriolet,2021,4.0 V8,204706,230,False
ASTON-MARTIN,DB11-Cabriolet,2020,4.0 V8,204706,230,False
ASTON-MARTIN,DB11-Cabriolet,2019,4.0 V8,204706,230,False
ASTON-MARTIN,DB11-Coupé,2021,4.0 V8,189277,230,False
ASTON-MARTIN,DB11-Coupé,2021,5.9 V12,224874,265,False
ASTON-MARTIN,DB11-Coupé,2020,4.0 V8,189277,230,False
ASTON-MARTIN,DB11-Coupé,2020,5.9 V12,224874,265,False
ASTON-MARTIN,DB11-Coupé,2019,4.0 V8,189277,230,False
ASTON-MARTIN,DB11-Coupé,2019,5.9 V12,224874,265,False
ASTON-MARTIN,DBS-Superlegerra,2021,5.9 V12,283544,285,False
ASTON-MARTIN,DBS-Superlegerra,2020,5.9 V12,283544,285,False
ASTON-MARTIN,DBS-Superlegerra,2019,5.9 V12,283544,285,False
ASTON-MARTIN,DBS-Superlegerra-Volante,2021,5.9 V12,298670,285,False
ASTON-MARTIN,DBS-Superlegerra-Volante,2020,5.9 V12,298670,285,False
ASTON-MARTIN,DBS-Superlegerra-Volante,2019,5.9 V12,298670,285,False
ASTON-MARTIN,DBX,2021,4.0 V8,195126,269,False
ASTON-MARTIN,Rapide-S,2019,5.9 V12 Touchtronic II BVA,,300,False
ASTON-MARTIN,Vantage,2021,4.0 V8 BVA8,,245,False
ASTON-MARTIN,Vantage,2020,4.0 V8 BVA8,,245,False
ASTON-MARTIN,Vantage,2019,4.0 V8 BVA8,,245,False
ASTON-MARTIN,Vantage-Roadster,2021,4.0 V8 BVA8,158630,236,False
ASTON-MARTIN,Vantage-Roadster,2020,4.0 V8 BVA8,158630,236,False
AUDI,A1-Citycarver,2021,25 TFSI 95 Design,,134,False
AUDI,A1-Citycarver,2021,25 TFSI 95 Design Design Luxe,,134,False
AUDI,A1-Citycarver,2021,30 TFSI 110 Design,26310,128,False
AUDI,A1-Citycarver,2021,30 TFSI 110 Design Luxe,31410,128,False
AUDI,A1-Citycarver,2021,30 TFSI 110 S tronic 7 Design,28210,141,False
AUDI,A1-Citycarver,2021,30 TFSI 110 S tronic 7 Design Luxe,33310,141,False
AUDI,A1-Citycarver,2021,35 TFSI 150 S tronic 7 Design,30070,146,False
AUDI,A1-Citycarver,2021,35 TFSI 150 S tronic 7 Design Luxe,35170,146,False
AUDI,A1-Citycarver,2021,30 TFSI 116 Design,,137,False
AUDI,A1-Citycarver,2021,30 TFSI 116 Design Luxe,,137,False
AUDI,A1-Citycarver,2021,30 TFSI 116 S tronic 7 Design,,145,False
AUDI,A1-Citycarver,2021,30 TFSI 116 S tronic 7 Design Luxe,,145,False
AUDI,A1-Citycarver,2021,30 TFSI 116 Edition One,,137,False
AUDI,A1-Citycarver,2021,30 TFSI 116 S tronic 7 Edition One,,145,False
AUDI,A1-Citycarver,2021,30 TFSI 110 Edition One,,128,False
AUDI,A1-Citycarver,2021,30 TFSI 110 S tronic 7 Edition One,,141,False
AUDI,A1-Citycarver,2021,35 TFSI 150 S tronic 7 Edition One,,146,False
AUDI,A1-Citycarver,2020,25 TFSI 95 Design,,134,False
AUDI,A1-Citycarver,2020,25 TFSI 95 Design Design Luxe,,134,False
AUDI,A1-Citycarver,2020,30 TFSI 110 Design,26310,128,False
AUDI,A1-Citycarver,2020,30 TFSI 110 Design Luxe,31410,128,False
AUDI,A1-Citycarver,2020,30 TFSI 110 S tronic 7 Design,28210,141,False
AUDI,A1-Citycarver,2020,30 TFSI 110 S tronic 7 Design Luxe,33310,141,False
AUDI,A1-Citycarver,2020,35 TFSI 150 S tronic 7 Design,30070,146,False
AUDI,A1-Citycarver,2020,35 TFSI 150 S tronic 7 Design Luxe,35170,146,False
AUDI,A1-Citycarver,2020,30 TFSI 116 Design,,137,False
AUDI,A1-Citycarver,2020,30 TFSI 116 Design Luxe,,137,False
AUDI,A1-Citycarver,2020,30 TFSI 116 S tronic 7 Design,,145,False
AUDI,A1-Citycarver,2020,30 TFSI 116 S tronic 7 Design Luxe,,145,False
AUDI,A1-Citycarver,2020,30 TFSI 116 Edition One,,137,False
AUDI,A1-Citycarver,2020,30 TFSI 116 S tronic 7 Edition One,,145,False
AUDI,A1-Citycarver,2020,30 TFSI 110 Edition One,,128,False
AUDI,A1-Citycarver,2020,30 TFSI 110 S tronic 7 Edition One,,141,False
AUDI,A1-Citycarver,2020,35 TFSI 150 S tronic 7 Edition One,,146,False
AUDI,A1-Citycarver,2019,25 TFSI 95 Design,,134,False
AUDI,A1-Citycarver,2019,25 TFSI 95 Design Design Luxe,,134,False
AUDI,A1-Citycarver,2019,30 TFSI 110 Design,26310,128,False
AUDI,A1-Citycarver,2019,30 TFSI 110 Design Luxe,31410,128,False
AUDI,A1-Citycarver,2019,30 TFSI 110 S tronic 7 Design,28210,141,False
AUDI,A1-Citycarver,2019,30 TFSI 110 S tronic 7 Design Luxe,33310,141,False
AUDI,A1-Citycarver,2019,35 TFSI 150 S tronic 7 Design,30070,146,False
AUDI,A1-Citycarver,2019,35 TFSI 150 S tronic 7 Design Luxe,35170,146,False
AUDI,A1-Citycarver,2019,30 TFSI 116 Design,,137,False
AUDI,A1-Citycarver,2019,30 TFSI 116 Design Luxe,,137,False
AUDI,A1-Citycarver,2019,30 TFSI 116 S tronic 7 Design,,145,False
AUDI,A1-Citycarver,2019,30 TFSI 116 S tronic 7 Design Luxe,,145,False
AUDI,A1-Citycarver,2019,30 TFSI 116 Edition One,,137,False
AUDI,A1-Citycarver,2019,30 TFSI 116 S tronic 7 Edition One,,145,False
AUDI,A1-Citycarver,2019,30 TFSI 110 Edition One,,128,False
AUDI,A1-Citycarver,2019,30 TFSI 110 S tronic 7 Edition One,,141,False
AUDI,A1-Citycarver,2019,35 TFSI 150 S tronic 7 Edition One,,146,False
AUDI,A1-Sportback,2021,25 TFSI 95,,127,False
AUDI,A1-Sportback,2021,25 TFSI 95 Design,,127,False
AUDI,A1-Sportback,2021,25 TFSI 95 S line,,127,False
AUDI,A1-Sportback,2021,25 TFSI 95 Design Luxe,,127,False
AUDI,A1-Sportback,2021,25 TFSI 95 S tronic 7 Design,,138,False
AUDI,A1-Sportback,2021,25 TFSI 95 S tronic 7 S line,,138,False
AUDI,A1-Sportback,2021,25 TFSI 95 S tronic 7 Design Luxe,,138,False
AUDI,A1-Sportback,2021,30 TFSI 110 Design,24910,123,False
AUDI,A1-Sportback,2021,30 TFSI 110 S line,28910,123,False
AUDI,A1-Sportback,2021,30 TFSI 110 Design Luxe,29910,123,False
AUDI,A1-Sportback,2021,30 TFSI 110 S tronic 7 Design,26710,132,False
AUDI,A1-Sportback,2021,30 TFSI 110 S tronic 7 S line,30810,132,False
AUDI,A1-Sportback,2021,30 TFSI 110 S tronic 7 Design Luxe,31810,132,False
AUDI,A1-Sportback,2021,35 TFSI 150 S tronic 7 Design,,142,False
AUDI,A1-Sportback,2021,35 TFSI 150 S tronic 7 S line,,142,False
AUDI,A1-Sportback,2021,35 TFSI 150 S tronic 7 Design Luxe,,142,False
AUDI,A1-Sportback,2021,40 TFSI 200 S tronic 7 S line,,158,False
AUDI,A1-Sportback,2021,25 TFSI 95 Entry,22700,125,False
AUDI,A1-Sportback,2021,25 TFSI 95 Advanced,,127,False
AUDI,A1-Sportback,2021,25 TFSI 95 S tronic 7 Advanced,,138,False
AUDI,A1-Sportback,2021,30 TFSI 110 Advanced,25910,123,False
AUDI,A1-Sportback,2021,30 TFSI 110 S tronic 7 Advanced,27810,132,False
AUDI,A1-Sportback,2021,35 TFSI 150 S tronic 7 Advanced,,142,False
AUDI,A1-Sportback,2021,25 TFSI 95 Advanced 2,25000,125,False
AUDI,A1-Sportback,2021,25 TFSI 95 S tronic 7 Advanced 2,26900,133,False
AUDI,A1-Sportback,2021,30 TFSI 110 Advanced 2,25910,123,False
AUDI,A1-Sportback,2021,30 TFSI 110 S tronic 7 Advanced 2,27810,132,False
AUDI,A1-Sportback,2021,35 TFSI 150 S tronic 7 Advanced 2,29670,139,False
AUDI,A1-Sportback,2021,30 TFSI 116 Design,,130,False
AUDI,A1-Sportback,2021,30 TFSI 116 S line,,130,False
AUDI,A1-Sportback,2021,30 TFSI 116 Design Luxe,,130,False
AUDI,A1-Sportback,2021,30 TFSI 116 S tronic 7 Design,,140,False
AUDI,A1-Sportback,2021,30 TFSI 116 S tronic 7 S line,,140,False
AUDI,A1-Sportback,2021,30 TFSI 116 S tronic 7 Design Luxe,,140,False
AUDI,A1-Sportback,2021,35 TFSI 150 Design,,119,False
AUDI,A1-Sportback,2021,35 TFSI 150 S line,,119,False
AUDI,A1-Sportback,2021,35 TFSI 150 Design Luxe,,119,False
AUDI,A1-Sportback,2021,30 TFSI 116 S tronic 7 Turbo Blue Edition,,111,False
AUDI,A1-Sportback,2021,30 TFSI 116 Advanced,,130,False
AUDI,A1-Sportback,2021,30 TFSI 116 S tronic 7 Advanced,,140,False
AUDI,A1-Sportback,2020,25 TFSI 95,,127,False
AUDI,A1-Sportback,2020,25 TFSI 95 Design,,127,False
AUDI,A1-Sportback,2020,25 TFSI 95 S line,,127,False
AUDI,A1-Sportback,2020,25 TFSI 95 Design Luxe,,127,False
AUDI,A1-Sportback,2020,25 TFSI 95 S tronic 7 Design,,138,False
AUDI,A1-Sportback,2020,25 TFSI 95 S tronic 7 S line,,138,False
AUDI,A1-Sportback,2020,25 TFSI 95 S tronic 7 Design Luxe,,138,False
AUDI,A1-Sportback,2020,30 TFSI 110 Design,24910,123,False
AUDI,A1-Sportback,2020,30 TFSI 110 S line,28910,123,False
AUDI,A1-Sportback,2020,30 TFSI 110 Design Luxe,29910,123,False
AUDI,A1-Sportback,2020,30 TFSI 110 S tronic 7 Design,26710,132,False
AUDI,A1-Sportback,2020,30 TFSI 110 S tronic 7 S line,30810,132,False
AUDI,A1-Sportback,2020,30 TFSI 110 S tronic 7 Design Luxe,31810,132,False
AUDI,A1-Sportback,2020,35 TFSI 150 S tronic 7 Design,,142,False
AUDI,A1-Sportback,2020,35 TFSI 150 S tronic 7 S line,,142,False
AUDI,A1-Sportback,2020,35 TFSI 150 S tronic 7 Design Luxe,,142,False
AUDI,A1-Sportback,2020,40 TFSI 200 S tronic 7 S line,,158,False
AUDI,A1-Sportback,2020,25 TFSI 95 Entry,22700,125,False
AUDI,A1-Sportback,2020,25 TFSI 95 Advanced,,127,False
AUDI,A1-Sportback,2020,25 TFSI 95 S tronic 7 Advanced,,138,False
AUDI,A1-Sportback,2020,30 TFSI 110 Advanced,25910,123,False
AUDI,A1-Sportback,2020,30 TFSI 110 S tronic 7 Advanced,27810,132,False
AUDI,A1-Sportback,2020,35 TFSI 150 S tronic 7 Advanced,,142,False
AUDI,A1-Sportback,2020,25 TFSI 95 Advanced 2,25000,125,False
AUDI,A1-Sportback,2020,25 TFSI 95 S tronic 7 Advanced 2,26900,133,False
AUDI,A1-Sportback,2020,30 TFSI 110 Advanced 2,25910,123,False
AUDI,A1-Sportback,2020,30 TFSI 110 S tronic 7 Advanced 2,27810,132,False
AUDI,A1-Sportback,2020,35 TFSI 150 S tronic 7 Advanced 2,29670,139,False
AUDI,A1-Sportback,2020,30 TFSI 116 Design,,130,False
AUDI,A1-Sportback,2020,30 TFSI 116 S line,,130,False
AUDI,A1-Sportback,2020,30 TFSI 116 Design Luxe,,130,False
AUDI,A1-Sportback,2020,30 TFSI 116 S tronic 7 Design,,140,False
AUDI,A1-Sportback,2020,30 TFSI 116 S tronic 7 S line,,140,False
AUDI,A1-Sportback,2020,30 TFSI 116 S tronic 7 Design Luxe,,140,False
AUDI,A1-Sportback,2020,35 TFSI 150 Design,,119,False
AUDI,A1-Sportback,2020,35 TFSI 150 S line,,119,False
AUDI,A1-Sportback,2020,35 TFSI 150 Design Luxe,,119,False
AUDI,A1-Sportback,2020,30 TFSI 116 S tronic 7 Turbo Blue Edition,,111,False
AUDI,A1-Sportback,2020,30 TFSI 116 Advanced,,130,False
AUDI,A1-Sportback,2020,30 TFSI 116 S tronic 7 Advanced,,140,False
AUDI,A1-Sportback,2019,25 TFSI 95,,127,False
AUDI,A1-Sportback,2019,25 TFSI 95 Design,,127,False
AUDI,A1-Sportback,2019,25 TFSI 95 S line,,127,False
AUDI,A1-Sportback,2019,25 TFSI 95 Design Luxe,,127,False
AUDI,A1-Sportback,2019,25 TFSI 95 S tronic 7 Design,,138,False
AUDI,A1-Sportback,2019,25 TFSI 95 S tronic 7 S line,,138,False
AUDI,A1-Sportback,2019,25 TFSI 95 S tronic 7 Design Luxe,,138,False
AUDI,A1-Sportback,2019,30 TFSI 110 Design,24910,123,False
AUDI,A1-Sportback,2019,30 TFSI 110 S line,28910,123,False
AUDI,A1-Sportback,2019,30 TFSI 110 Design Luxe,29910,123,False
AUDI,A1-Sportback,2019,30 TFSI 110 S tronic 7 Design,26710,132,False
AUDI,A1-Sportback,2019,30 TFSI 110 S tronic 7 S line,30810,132,False
AUDI,A1-Sportback,2019,30 TFSI 110 S tronic 7 Design Luxe,31810,132,False
AUDI,A1-Sportback,2019,35 TFSI 150 S tronic 7 Design,,142,False
AUDI,A1-Sportback,2019,35 TFSI 150 S tronic 7 S line,,142,False
AUDI,A1-Sportback,2019,35 TFSI 150 S tronic 7 Design Luxe,,142,False
AUDI,A1-Sportback,2019,40 TFSI 200 S tronic 7 S line,,158,False
AUDI,A1-Sportback,2019,25 TFSI 95 Entry,22700,125,False
AUDI,A1-Sportback,2019,25 TFSI 95 Advanced,,127,False
AUDI,A1-Sportback,2019,25 TFSI 95 S tronic 7 Advanced,,138,False
AUDI,A1-Sportback,2019,30 TFSI 110 Advanced,25910,123,False
AUDI,A1-Sportback,2019,30 TFSI 110 S tronic 7 Advanced,27810,132,False
AUDI,A1-Sportback,2019,35 TFSI 150 S tronic 7 Advanced,,142,False
AUDI,A1-Sportback,2019,25 TFSI 95 Advanced 2,25000,125,False
AUDI,A1-Sportback,2019,25 TFSI 95 S tronic 7 Advanced 2,26900,133,False
AUDI,A1-Sportback,2019,30 TFSI 110 Advanced 2,25910,123,False
AUDI,A1-Sportback,2019,30 TFSI 110 S tronic 7 Advanced 2,27810,132,False
AUDI,A1-Sportback,2019,35 TFSI 150 S tronic 7 Advanced 2,29670,139,False
AUDI,A1-Sportback,2019,30 TFSI 116 Design,,130,False
AUDI,A1-Sportback,2019,30 TFSI 116 S line,,130,False
AUDI,A1-Sportback,2019,30 TFSI 116 Design Luxe,,130,False
AUDI,A1-Sportback,2019,30 TFSI 116 S tronic 7 Design,,140,False
AUDI,A1-Sportback,2019,30 TFSI 116 S tronic 7 S line,,140,False
