,,,price,CO2_emissions,url,is_electric,autonomous_range
KIA,Ceed,1.5 T-GDi 160 ISG GT-line,27790,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.5 T-GDi 160 ISG GT-line Premium,30190,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.5 T-GDi 160 ISG DCT7 Active,27290,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.5 T-GDi 160 ISG DCT7 GT-line,29490,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.5 T-GDi 160 ISG DCT7 GT-line Premium,31890,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.6 T-GDi 204 ISG DCT7 GT,34590,154,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.6 CRDi 136 MHEV ISG iBVM6 Motion,26790,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.6 CRDi 136 MHEV ISG iBVM6 Active,28890,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.6 CRDi 136 MHEV ISG iBVM6 GT-line,30890,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.6 CRDi 136 MHEV ISG iBVM6 GT-line Premium,33290,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.6 CRDi 136 MHEV ISG DCT7 Active,30390,118,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.6 CRDi 136 MHEV ISG DCT7 GT-line,32590,118,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed,1.6 CRDi 136 MHEV ISG DCT7 GT-line Premium,34990,118,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed,False,
KIA,Ceed-SW,1.0 T-GDi 100 ISG Motion,23190,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.0 T-GDi 100 ISG Active,25290,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.0 T-GDi 120 ISG Motion,23690,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.0 T-GDi 120 ISG Active,25790,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.0 T-GDi 120 ISG GT-line,27790,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.0 T-GDi 120 ISG GT-line Premium,30790,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.5 T-GDi 160 ISG Active,26790,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.5 T-GDi 160 ISG GT-line,28790,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.5 T-GDi 160 ISG GT-line Premium,31790,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.5 T-GDi 160 ISG DCT7 Active,28290,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.5 T-GDi 160 ISG DCT7 GT-line,30490,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.5 T-GDi 160 ISG DCT7 GT-line Premium,33490,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.6 CRDi 136 MHEV ISG iBVM6 Motion,27790,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.6 CRDi 136 MHEV ISG iBVM6 Active,29890,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.6 CRDi 136 MHEV ISG iBVM6 GT-line,31890,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.6 CRDi 136 MHEV ISG iBVM6 GT-line Premium,34890,116,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.6 CRDi 136 MHEV ISG DCT7 Active,31390,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.6 CRDi 136 MHEV ISG DCT7 GT-line,33590,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW,1.6 CRDi 136 MHEV ISG DCT7 GT-line Premium,36590,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW,False,
KIA,Ceed-SW-Hybride-Rechargeable,"1.6 GDi 105 ISG Electrique 60,5 DCT6 Motion",36290,29,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW-Hybride-Rechargeable,False,
KIA,Ceed-SW-Hybride-Rechargeable,"1.6 GDi 105 ISG Electrique 60,5 DCT6 Active",37290,29,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW-Hybride-Rechargeable,False,
KIA,Ceed-SW-Hybride-Rechargeable,"1.6 GDi 105 ISG Electrique 60,5 DCT6 Premium",42090,29,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Ceed-SW-Hybride-Rechargeable,False,
KIA,e-Niro,136 Motion,36990,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Niro,True,289
KIA,e-Niro,136 Active,39690,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Niro,True,289
KIA,e-Niro,204 Motion,40990,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Niro,True,455
KIA,e-Niro,204 Active,43690,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Niro,True,455
KIA,e-Niro,136 Lounge,42990,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Niro,True,289
KIA,e-Niro,204 Lounge,46990,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Niro,True,455
KIA,e-Soul,136 e-Motion,34990,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Soul,True,276
KIA,e-Soul,136 e-Active,37590,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Soul,True,276
KIA,e-Soul,136 e-Design,39590,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Soul,True,276
KIA,e-Soul,204 e-Active,41590,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Soul,True,452
KIA,e-Soul,204 e-Design,43590,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Soul,True,452
KIA,e-Soul,204 e-Premium,45590,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Soul,True,452
KIA,e-Soul,204 e-Motion,38990,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/e-Soul,True,452
KIA,EV6,EV6 GT-line,56490,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/EV6,True,528
KIA,EV6,EV6 GT-line AWD,60490,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/EV6,True,506
KIA,EV6,EV6 Air Active,48690,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/EV6,True,528
KIA,EV6,EV6 Air Design,52490,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/EV6,True,528
KIA,EV6,EV6 Air Active AWD,52690,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/EV6,True,506
KIA,EV6,EV6 Air Design AWD,56490,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/EV6,True,506
KIA,EV6,EV6 GT AWD,67690,0,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/EV6,True,
KIA,Niro-Hybride,1.6 GDi DCT6 Hybride 141 Motion,29190,109,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Niro-Hybride,False,
KIA,Niro-Hybride,1.6 GDi DCT6 Hybride 141 Active,31190,109,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Niro-Hybride,False,
KIA,Niro-Hybride,1.6 GDi DCT6 Hybride 141 Lounge,34290,109,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Niro-Hybride,False,
KIA,Niro-Hybride-Rechargeable,1.6 GDi DCT6 Motion,36190,31,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Niro-Hybride-Rechargeable,False,
KIA,Niro-Hybride-Rechargeable,1.6 GDi DCT6 Active,38190,31,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Niro-Hybride-Rechargeable,False,
KIA,Niro-Hybride-Rechargeable,1.6 GDi DCT6 Lounge,41290,31,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Niro-Hybride-Rechargeable,False,
KIA,Picanto,1.2 DPI 84 ISG GT Line,15990,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Picanto,False,
KIA,Picanto,1.2 DPI 84 ISG GT Line Premium,17490,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Picanto,False,
KIA,Picanto,1.2 DPI 84 ISG BVMA GT Line,16890,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Picanto,False,
KIA,Picanto,1.2 DPI 84 ISG BVMA GT Line Premium,18390,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Picanto,False,
KIA,Picanto,1.0 T-GDI 100 ISG GT Line,17590,118,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Picanto,False,
KIA,Picanto,1.0 T-GDI 100 ISG GT Line Premium,19090,118,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Picanto,False,
KIA,Picanto,1.0 DPI 67 ISG Motion,12090,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Picanto,False,
KIA,Picanto,1.0 DPI 67 ISG Active,13690,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Picanto,False,
KIA,Picanto,1.0 DPI 67 ISG GT Line,15490,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Picanto,False,
KIA,ProCeed,1.0 T-GDi 120 ISG GT-line,28790,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/ProCeed,False,
KIA,ProCeed,1.0 T-GDi 120 ISG GT-line Premium,32490,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/ProCeed,False,
KIA,ProCeed,1.5 T-GDi 160 ISG GT-line,29790,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/ProCeed,False,
KIA,ProCeed,1.5 T-GDi 160 ISG GT-line Premium,33490,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/ProCeed,False,
KIA,ProCeed,1.5 T-GDi 160 ISG DCT7 GT-line,31290,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/ProCeed,False,
KIA,ProCeed,1.5 T-GDi 160 ISG DCT7 GT-line Premium,34990,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/ProCeed,False,
KIA,ProCeed,1.6 T-GDi 204 ISG DCT7 GT,36990,154,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/ProCeed,False,
KIA,Rio,1.2 DPi 84 ISG Motion,15590,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Rio,False,
KIA,Rio,1.2 DPi 84 ISG Active,17390,130,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Rio,False,
KIA,Rio,1.0 T-GDi 100 ISG Active,18690,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Rio,False,
KIA,Rio,1.0 T-GDi 100 ISG DCT7 Active,19990,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Rio,False,
KIA,Rio,1.0 T-GDi 100 MHEV iBVM6 GT Line,21090,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Rio,False,
KIA,Rio,1.0 T-GDi 100 MHEV iBVM6 GT Line Premium,22890,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Rio,False,
KIA,Rio,1.0 T-GDi 120 MHEV iBVM6 GT Line,21790,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Rio,False,
KIA,Rio,1.0 T-GDi 120 MHEV iBVM6 GT Line Premium,23590,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Rio,False,
KIA,Rio,1.0 T-GDi 120 MHEV DCT7 GT Line,23090,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Rio,False,
KIA,Rio,1.0 T-GDi 120 MHEV DCT7 GT Line Premium,24890,126,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Rio,False,
KIA,Sorento-Hybride,1.6 T-GDi 180 Electrique 60 BVA6 4x2 5 places Motion,42490,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride,False,
KIA,Sorento-Hybride,1.6 T-GDi 180 Electrique 60 BVA6 4x2 5 places Active,46490,149,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride,False,
KIA,Sorento-Hybride,1.6 T-GDi 180 Electrique 60 BVA6 4x2 5 places Design,50490,151,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride,False,
KIA,Sorento-Hybride,1.6 T-GDi 180 Electrique 60 BVA6 4x2 5 places Premium,54490,151,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride,False,
KIA,Sorento-Hybride,1.6 T-GDi 180 Electrique 60 BVA6 4x2 7 places Active,47440,151,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride,False,
KIA,Sorento-Hybride,1.6 T-GDi 180 Electrique 60 BVA6 4x2 7 places Design,51440,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride,False,
KIA,Sorento-Hybride,1.6 T-GDi 180 Electrique 60 BVA6 4x2 7 places Premium,55440,153,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride,False,
KIA,Sorento-Hybride-Rechargeable,1.6 T-GDi 180 Electrique 91 BVA6 4x4 5 places Motion,49990,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride-Rechargeable,False,
KIA,Sorento-Hybride-Rechargeable,1.6 T-GDi 180 Electrique 91 BVA6 4x4 5 places Active,53990,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride-Rechargeable,False,
KIA,Sorento-Hybride-Rechargeable,1.6 T-GDi 180 Electrique 91 BVA6 4x4 5 places Design,57990,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride-Rechargeable,False,
KIA,Sorento-Hybride-Rechargeable,1.6 T-GDi 180 Electrique 91 BVA6 4x4 5 places Premium,61990,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride-Rechargeable,False,
KIA,Sorento-Hybride-Rechargeable,1.6 T-GDi 180 Electrique 91 BVA6 4x4 7 places Active,54940,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride-Rechargeable,False,
KIA,Sorento-Hybride-Rechargeable,1.6 T-GDi 180 Electrique 91 BVA6 4x4 7 places Design,58940,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride-Rechargeable,False,
KIA,Sorento-Hybride-Rechargeable,1.6 T-GDi 180 Electrique 91 BVA6 4x4 7 places Premium,62940,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sorento-Hybride-Rechargeable,False,
KIA,Sportage,1.6 T-GDi 150 MHEV iBVM6 Motion,29990,148,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 T-GDi 150 MHEV iBVM6 Design,36290,150,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 T-GDi 150 MHEV DCT7 Design,37990,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 T-GDi 150 MHEV DCT7 GT-line Premium,41690,149,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 CRDi 136 MHEV DCT7 Motion,33790,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 CRDi 136 MHEV DCT7 Design,40090,136,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 CRDi 136 MHEV DCT7 GT-line Premium,43790,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 CRDi 136 MHEV DCT7 4x4 Active,39490,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 CRDi 136 MHEV DCT7 4x4 Design,42090,147,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 CRDi 136 MHEV DCT7 4x4 GT-line Premium,45790,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 T-GDi 150 MHEV iBVM6 Active,33690,149,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage,1.6 CRDi 136 MHEV DCT7 Active,37490,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage,False,
KIA,Sportage-Hybride,1.6 T-GDi 230 Hybrid BVA6 Active,37490,126,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage-Hybride,False,
KIA,Sportage-Hybride,1.6 T-GDi 230 Hybrid BVA6 Design,40690,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage-Hybride,False,
KIA,Sportage-Hybride,1.6 T-GDi 230 Hybrid BVA6 GT-line Premium,44490,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage-Hybride,False,
KIA,Sportage-Hybride,1.6 T-GDi 230 Hybrid BVA6 4x4 Active,39490,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage-Hybride,False,
KIA,Sportage-Hybride,1.6 T-GDi 230 Hybrid BVA6 4x4 Design,42690,144,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage-Hybride,False,
KIA,Sportage-Hybride,1.6 T-GDi 230 Hybrid BVA6 4x4 GT-line Premium,46490,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage-Hybride,False,
KIA,Sportage-Hybride-Rechargeable,1.6 T-GDi 265 Hybride Rechargeable BVA6 4x4 Active,43290,25,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage-Hybride-Rechargeable,False,
KIA,Sportage-Hybride-Rechargeable,1.6 T-GDi 265 Hybride Rechargeable BVA6 4x4 Design,46490,25,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage-Hybride-Rechargeable,False,
KIA,Sportage-Hybride-Rechargeable,1.6 T-GDi 265 Hybride Rechargeable BVA6 4x4 GT-line Premium,50290,25,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Sportage-Hybride-Rechargeable,False,
KIA,Stinger,3.3 T-GDi 366 ISG BVA8 4x4 GT,64390,247,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stinger,False,
KIA,Stonic,1.0 T-GDi 100 ISG Motion,19990,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 100 ISG Active,21790,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 100 ISG GT Line,23690,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 100 ISG GT Line Premium,25290,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 100 ISG DCT7 Active,22990,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 100 ISG DCT7 GT Line,24890,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 100 ISG DCT7 GT Line Premium,26490,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 120 MHEV iBVM6 Active,23090,119,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 120 MHEV iBVM6 GT Line,24990,119,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 120 MHEV iBVM6 GT Line Premium,26590,119,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 120 MHEV DCT7 Active,24290,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 120 MHEV DCT7 GT Line,26190,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,Stonic,1.0 T-GDi 120 MHEV DCT7 GT Line Premium,27790,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/Stonic,False,
KIA,XCeed,1.0 T-GDi 120 ISG Motion,26090,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.0 T-GDi 120 ISG Active,27090,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.0 T-GDi 120 ISG Design,28590,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.5 T-GDi 160 ISG Active,28090,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.5 T-GDi 160 ISG Design,29590,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.5 T-GDi 160 ISG DCT7 Active,29590,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.5 T-GDi 160 ISG DCT7 Design,31190,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.5 T-GDi 160 ISG DCT7 Lounge,34390,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.6 T-GDi 204 ISG DCT7 Lounge,35990,161,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.6 CRDi 136 MHEV ISG iBVM6 Motion,30090,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.6 CRDi 136 MHEV ISG iBVM6 Active,31090,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.6 CRDi 136 MHEV ISG iBVM6 Design,32590,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.6 CRDi 136 MHEV ISG DCT7 Active,32590,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.6 CRDi 136 MHEV ISG DCT7 Design,34090,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed,1.6 CRDi 136 MHEV ISG DCT7 Lounge,37390,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed,False,
KIA,XCeed-Hybride-Rechargeable,1.6 GDi 141 DCT6 ISG Active,36690,32,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed-Hybride-Rechargeable,False,
KIA,XCeed-Hybride-Rechargeable,1.6 GDi 141 DCT6 ISG Design,38690,32,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed-Hybride-Rechargeable,False,
KIA,XCeed-Hybride-Rechargeable,1.6 GDi 141 DCT6 ISG Premium,41390,32,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed-Hybride-Rechargeable,False,
KIA,XCeed-Hybride-Rechargeable,1.6 GDi 141 DCT6 ISG Motion,35690,32,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed-Hybride-Rechargeable,False,
KIA,XCeed-Hybride-Rechargeable,1.6 GDi 141 DCT6 ISG Black & White Edition,37690,32,https://www.latribuneauto.com/caracteristiques-voitures-neuves/KIA/modele/XCeed-Hybride-Rechargeable,False,
LAMBORGHINI,Aventador-S,6.5 V12 740,338606,460,https://www.latribuneauto.com/caracteristiques-voitures-neuves/LAMBORGHINI/modele/Aventador-S,False,
LAMBORGHINI,Aventador-S-Roadster,6.5 V12 740,376779,460,https://www.latribuneauto.com/caracteristiques-voitures-neuves/LAMBORGHINI/modele/Aventador-S-Roadster,False,
LAMBORGHINI,Aventador-SVJ,6.5 V12 770,423668,448,https://www.latribuneauto.com/caracteristiques-voitures-neuves/LAMBORGHINI/modele/Aventador-SVJ,False,
LAMBORGHINI,Aventador-SVJ-Roadster,6.5 V12 770,464948,448,https://www.latribuneauto.com/caracteristiques-voitures-neuves/LAMBORGHINI/modele/Aventador-SVJ-Roadster,False,
LAMBORGHINI,Huracan-Evo,5.2 V10 610 RWD LDF7,191872,330,https://www.latribuneauto.com/caracteristiques-voitures-neuves/LAMBORGHINI/modele/Huracan-Evo,False,
LAMBORGHINI,Huracan-Evo,5.2 V10 640 4WD LDF7,221382,332,https://www.latribuneauto.com/caracteristiques-voitures-neuves/LAMBORGHINI/modele/Huracan-Evo,False,
