,,,price,CO2_emissions,url,is_electric,autonomous_range
BMW,Série-5-Touring,520i M Sport BVA8,60650,150,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,520e Lounge BVA8,56950,34,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,520e Luxury BVA8,62900,34,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,520e M Sport BVA8,63650,34,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530e Lounge BVA8,62150,35,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530e Luxury BVA8,68100,35,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530e M Sport BVA8,68850,35,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530xe Lounge BVA8,64800,41,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530xe Luxury BVA8,70750,41,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530xe M Sport BVA8,71500,41,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,518d Lounge BVA8,51600,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,518d Luxury BVA8,57550,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,518d M Sport BVA8,58200,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,520d Lounge BVA8,55050,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,520d Luxury BVA8,61000,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,520d M Sport BVA8,61650,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,520d xDrive Lounge BVA8,57700,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,520d xDrive Luxury BVA8,63650,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,520d xDrive M Sport BVA8,64300,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530d Lounge BVA8,63900,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530d Luxury BVA8,69850,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530d M Sport BVA8,70600,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530d xDrive Lounge BVA8,66550,151,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530d xDrive Luxury BVA8,72500,151,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-5-Touring,530d xDrive M Sport BVA8,73250,151,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-5-Touring,False,
BMW,Série-6-Gran-Turismo,620d xDrive Lounge BVA,65250,147,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-6-Gran-Turismo,False,
BMW,Série-6-Gran-Turismo,620d xDrive Luxury BVA,70900,147,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-6-Gran-Turismo,False,
BMW,Série-6-Gran-Turismo,620d xDrive M Sport BVA,72050,147,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-6-Gran-Turismo,False,
BMW,Série-6-Gran-Turismo,630d xDrive Lounge BVA,73500,156,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-6-Gran-Turismo,False,
BMW,Série-6-Gran-Turismo,630d xDrive Luxury BVA,79150,156,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-6-Gran-Turismo,False,
BMW,Série-6-Gran-Turismo,630d xDrive M Sport BVA,80400,156,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-6-Gran-Turismo,False,
BMW,Série-7,750i xDrive BVA8,119350,239,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7,False,
BMW,Série-7,750i xDrive BVA8 Exclusive,130900,239,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7,False,
BMW,Série-7,750i xDrive BVA8 M Sport,126100,239,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7,False,
BMW,Série-7,745e BVA8,106950,40,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7,False,
BMW,Série-7,745e BVA8 Exclusive,118500,40,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7,False,
BMW,Série-7,745e BVA8 M Sport,114300,40,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7,False,
BMW,Série-7,730d xDrive BVA8,100750,154,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7,False,
BMW,Série-7,730d xDrive BVA8 Exclusive,112300,154,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7,False,
BMW,Série-7,730d xDrive BVA8 M Sport,108100,154,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7,False,
BMW,Série-7-L,740i xDrive BVA8,109050,191,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,740i xDrive BVA8 Exclusive,121750,191,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,740i xDrive BVA8 M Sport,116400,191,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,750i xDrive BVA8,123500,241,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,750i xDrive BVA8 Exclusive,136200,241,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,750i xDrive BVA8 M Sport,130250,241,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,745e BVA8,112000,41,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,745e BVA8 Exclusive,124700,41,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,745e BVA8 M Sport,119350,41,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,745e xDrive BVA8,115450,49,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,745e xDrive BVA8 Exclusive,128150,49,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,745e xDrive BVA8 M Sport,122800,49,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,730d xDrive BVA8,104900,155,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,730d xDrive BVA8 Exclusive,117600,155,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-7-L,730d xDrive BVA8 M Sport,112250,155,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-7-L,False,
BMW,Série-8-Cabriolet,840i xDrive,110100,199,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Cabriolet,False,
BMW,Série-8-Cabriolet,840i xDrive M Sport,115400,199,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Cabriolet,False,
BMW,Série-8-Cabriolet,840i xDrive M Sport Technic,119250,199,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Cabriolet,False,
BMW,Série-8-Cabriolet,M850i xDrive BVA8 M Performance,137150,246,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Cabriolet,False,
BMW,Série-8-Cabriolet,M8 Competition,181450,254,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Cabriolet,False,
BMW,Série-8-Cabriolet,840d xDrive BVA8,112300,168,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Cabriolet,False,
BMW,Série-8-Cabriolet,840d xDrive BVA8 M Sport,117600,168,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Cabriolet,False,
BMW,Série-8-Cabriolet,840d xDrive BVA8 M Sport Technic,121450,168,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Cabriolet,False,
BMW,Série-8-Coupé,840i xDrive,102100,195,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Coupé,False,
BMW,Série-8-Coupé,840i xDrive M Sport,107400,195,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Coupé,False,
BMW,Série-8-Coupé,840i xDrive M Sport Technic,111550,195,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Coupé,False,
BMW,Série-8-Coupé,M850i xDrive BVA8 M Performance,129150,244,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Coupé,False,
BMW,Série-8-Coupé,M8 Competition,173450,252,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Coupé,False,
BMW,Série-8-Coupé,840d xDrive BVA8,104300,163,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Coupé,False,
BMW,Série-8-Coupé,840d xDrive BVA8 M Sport,109600,163,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Coupé,False,
BMW,Série-8-Coupé,840d xDrive BVA8 M Sport Technic,113750,163,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Coupé,False,
BMW,Série-8-Gran-Coupé,840i xDrive,99350,197,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Gran-Coupé,False,
BMW,Série-8-Gran-Coupé,840i xDrive M Sport,104650,197,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Gran-Coupé,False,
BMW,Série-8-Gran-Coupé,840i xDrive M Sport Technic,108500,197,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Gran-Coupé,False,
BMW,Série-8-Gran-Coupé,M850i xDrive,126400,248,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Gran-Coupé,False,
BMW,Série-8-Gran-Coupé,M8 Competition,170700,251,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Gran-Coupé,False,
BMW,Série-8-Gran-Coupé,840d xDrive,101550,167,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Gran-Coupé,False,
BMW,Série-8-Gran-Coupé,840d xDrive M Sport,106850,167,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Gran-Coupé,False,
BMW,Série-8-Gran-Coupé,840i xDrive M Sport Technic(0),110700,167,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/Série-8-Gran-Coupé,False,
BMW,X1,sDrive 18i 136 Première,32500,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18i 136 Lounge,33950,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18i 136 xLine,39250,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18i 136 M Sport,40950,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18i 136 DKG7 Première,34800,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18i 136 DKG7 Lounge,36250,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18i 136 DKG7 xLine,41550,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18i 136 DKG7 M Sport,43250,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 20i 178 DKG7 Lounge,40550,148,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 20i 178 DKG7 xLine,45850,148,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 20i 178 DKG7 M Sport,47550,148,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 20i 178 BVA8 Lounge,42550,158,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 20i 178 BVA8 xLine,47850,158,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 20i 178 BVA8 M Sport,49550,158,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 25e 220 BVA6 Lounge,46750,40,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 25e 220 BVA6 xLine,50550,40,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 25e 220 BVA6 M Sport,51950,40,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 16d 116 Première,32900,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 16d 116 Lounge,34500,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 16d 116 xLine,39800,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 16d 116 M Sport,41500,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 16d 116 DKG7 Première,35200,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 16d 116 DKG7 Lounge,36800,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 16d 116 DKG7 xLine,42100,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 16d 116 DKG7 M Sport,43800,133,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18d 150 Première,35650,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18d 150 Lounge,37100,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18d 150 xLine,42400,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18d 150 M Sport,44100,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18d 150 BVA8 Première,37950,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18d 150 BVA8 Lounge,39400,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18d 150 BVA8 xLine,44700,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,sDrive 18d 150 BVA8 M Sport,46400,129,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 18d 150 Première,37700,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 18d 150 Lounge,39150,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 18d 150 xLine,44450,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 18d 150 M Sport,46150,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 18d 150 BVA8 Première,40000,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 18d 150 BVA8 Lounge,41450,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 18d 150 BVA8 xLine,46750,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 18d 150 BVA8 M Sport,48450,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 20d 190 BVA8 Lounge,44500,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 20d 190 BVA8 xLine,49800,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X1,xDrive 20d 190 BVA8 M Sport,51500,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X1,False,
BMW,X2,sDrive 18i 136 Première,34050,138,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18i 136 Lounge,39100,138,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18i 136 M Sport,41850,138,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18i 136 M Sport X,41850,138,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18i 136 DKG7 Première,36350,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18i 136 DKG7 Lounge,41400,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18i 136 DKG7 M Sport,44150,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18i 136 DKG7 M Sport X,44150,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 20i 178 DKG7 Première,40650,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 20i 178 DKG7 Lounge,45700,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 20i 178 DKG7 M Sport,48450,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 20i 178 DKG7 M Sport X,48450,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 20i 178 BVA8 Première,42650,156,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 20i 178 BVA8 Lounge,47700,156,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 20i 178 BVA8 M Sport,50450,156,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 20i 178 BVA8 M Sport X,50450,156,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,M35i 306 BVA8,58200,170,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18i 136 Mesh Edition,42850,138,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18i 136 DKG7 Mesh Edition,45150,142,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 20i 178 DKG7 Mesh Edition,49450,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 20i 178 BVA8 Mesh Edition,51450,156,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 25e 220 BVA6 Première,48300,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 25e 220 BVA6 Lounge,51900,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 25e 220 BVA6 M Sport,52750,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 25e 220 BVA6 M Sport X,52750,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 25e 220 BVA6 Mesh Edition,53750,38,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 16d 116 Première,34450,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 16d 116 Lounge,39500,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 16d 116 M Sport,42250,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 16d 116 M Sport X,42250,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 16d 116 DKG7 Première,37500,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 16d 116 DKG7 Lounge,41800,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 16d 116 DKG7 M Sport,44550,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 16d 116 DKG7 M Sport X,44550,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18d 150 Première,37200,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18d 150 Lounge,42250,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18d 150 M Sport,45000,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18d 150 M Sport X,45000,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18d 150 BVA8 Première,39500,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18d 150 BVA8 Lounge,44550,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18d 150 BVA8 M Sport,47300,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18d 150 BVA8 M Sport X,47300,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 18d 150 Première,39250,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 18d 150 Lounge,44300,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 18d 150 M Sport,47050,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 18d 150 M Sport X,47050,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 18d 150 BVA8 Première,41550,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 18d 150 BVA8 Lounge,46600,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 18d 150 BVA8 M Sport,49350,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 18d 150 BVA8 M Sport X,49350,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 20d 190 BVA8 Première,44550,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 20d 190 BVA8 Lounge,49600,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 20d 190 BVA8 M Sport,52350,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 20d 190 BVA8 M Sport X,52350,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 16d 116 Mesh Edition,43250,131,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 16d 116 DKG7 Mesh Edition,45500,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18d 150 Mesh Edition,46000,128,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,sDrive 18d 150 BVA8 Mesh Edition,48300,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 18d 150 Mesh Edition,48050,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 18d 150 BVA8 Mesh Edition,50350,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X2,xDrive 20d 190 BVA8 Mesh Edition,53350,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X2,False,
BMW,X3,xDrive20i xLine,49650,172,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X3,False,
BMW,X3,xDrive20i M Sport,55650,172,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X3,False,
BMW,X3,M40i,76900,199,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X3,False,
BMW,X3,xDrive30e xLine,59800,45,https://www.latribuneauto.com/caracteristiques-voitures-neuves/BMW/modele/X3,False,
